sep=,
"Cliente","Vd","Nome","Ano","TOTAL","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro"
="4894",="08","EDGOMES METALOMECAMICA LDA","2023","584,66","0","0","0","0","0","232,15","80,1","0","155,47","0","116,94","0"
="4898",="06","Tornear Unip. Lda","2023","202,2","0","0","0","0","0","0","0","0","0","202,2","0","0"
="4908",="06","CONTROLAR - ELECTRÓNICA INDUSTRIAL E SISTEMAS, S.A.","2023","2855,09","565,2","0","76","65,4","65,4","0","739,22","0","437,33","112,52","497,2","296,82"
="4940",="12","MOLCER - MOLDES E EQUIPAMENTOS CERAMICOS SOCIEDADE UNIPESSOAL LDA","2023","157,2","0","0","0","0","0","0","0","0","0","157,2","0","0"
="4951",="08","SOMEMA SOC METALURG. MARINHENSE LDA","2023","48,2","0","0","0","0","0","0","28,4","0","19,8","0","0","0"
="5003",="08","CUTPLANT SOLUTIONS S A","2023","93,28","0","0","0","0","0","0","0","0","93,28","0","0","0"
="5024",="30","CONSTRUCOES PARDAIS IRMAOS MONTEIROS LDA","2023","321,78","0","0","0","0","0","0","0","0","246,28","0","0","75,5"
="5080",="08","Portrisa - Indústria de Portas, SA","2023","1268,64","0","0","428,74","0","0","0","0","281,4","168","390,5","0","0"
="5101",="30","MARTITECH UNIPESSOAL LDA","2023","801,42","0","182","0","35,6","142,7","135,1","37,3","0","0","149,18","119,54","0"
="5118",="08","HIDRO-TORNO LDA","2023","592,06","0","322,48","0","184,8","0","84,78","0","0","0","0","0","0"
="5126",="11","AMC PINA FERRAMENTAS UNIPESSOAL LDA","2023","681,42","100,5","0","0","0","50,5","206,44","106,4","0","127,94","0","0","89,64"
="5141",="06","ENGIBOX ENGENHARIA LDA","2023","361,04","9,9","302,5","48,64","0","0","0","0","0","0","0","0","0"
="5146",="30","PRUGENT DIAM PORTUGAL, S.A.","2023","50,99","0","0","0","0","0","0","0","18,5","32,49","0","0","0"
="5189",="08","RUI JORGE DOS SANTOS PEREIRA GORDO","2023","698,25","0","0","698,25","0","0","0","0","0","0","0","0","0"
="5219",="10","TIAGO LEAL TEIXEIRA UNIPESSOAL LDA","2023","263,5","0","0","0","0","0","165","0","0","0","0","0","98,5"
="5227",="08","COMPOMETAL COMPONENTES METALICOS LDA","2023","1414,69","0","0","0","0","0","1323,09","0","0","0","0","91,6","0"
="5238",="12","GOODMATEC UNIPESSOAL LDA","2023","47,7","0","0","0","0","0","0","47,7","0","0","0","0","0"
="5247",="12.30","VINCO VALVULAS, SA","2023","122","0","0","0","0","0","0","0","0","0","0","122","0"
="0994",="30","Sucorema Subcontrato, Fab. Rep. Máquinas.,Lda.","2024","78,3","78,3","0","0","0","0","0","0","0","0","0","0","0"
="1099",="06","PPRR - Metal, Lda.","2024","106,9","106,9","0","0","0","0","0","0","0","0","0","0","0"
="2330",="08","Soldifusos Fabricação Máquinas, Lda.","2024","390","390","0","0","0","0","0","0","0","0","0","0","0"
="4675",="06","ARGUMENTÁLIA, LDA.","2024","92,1","92,1","0","0","0","0","0","0","0","0","0","0","0"
="4960",="12","RODRIMAQ - EMILIO ROCHA & ROCHA - MAQUINAÇÃO CNC LDA","2024","37,55","37,55","0","0","0","0","0","0","0","0","0","0","0"
="5126",="11","AMC PINA FERRAMENTAS UNIPESSOAL LDA","2024","59,7","59,7","0","0","0","0","0","0","0","0","0","0","0"
="5248",="10","AMERICO TOMAS DA CUNHA MARTINS GARCIA","2024","258,88","258,88","0","0","0","0","0","0","0","0","0","0","0"
="0074",="30","A Cruz, Lda.","2023","389,73","50,1","35,3","0","0","0","0","0","0","0","93,97","99,6","110,76"
="0084",="30","Serralharia António F Leão Oliveira & Filhos,Lda.","2023","1252,8","0","222","222","0","0","222","0","0","355,8","0","231","0"
="0217",="05","Sulnor Indústria Metalomecânica, Lda.","2023","6644,73","1117,3","0","751,8","50,96","140,8","791,6","458,55","0","261,6","2178,52","808,8","84,8"
="0471",="06","João & Oliveira, Lda.","2023","6615,7","499,07","293,64","540,07","86,78","1287,45","0","2570,32","151","275,93","405,01","346,76","159,67"
="0479",="05","Joaquim Silva, Herdeiros","2023","523,74","97,5","157,7","0","0","0","0","102,24","39,2","23,9","0","0","103,2"
="0489",="30","Minhoteira Componentes P/Fogões, Lda.","2023","1500,09","0","0","159,3","401,44","0","0","0","0","0","0","0","939,35"
="0606",="30","Metalúrgica da Seixa Almeida Costa & Correia, Lda.","2023","1198,52","0","126","0","50,7","0","0","178,43","21,9","0","242,4","579,09","0"
="0623",="08","Moldene Indústria Moldes, Lda.","2023","773,04","343,2","0","0","0","0","80,3","0","0","0","349,54","0","0"
="0709",="30","RST Construtora Máquinas Acessórios, SA.","2023","180","0","0","120","0","60","0","0","0","0","0","0","0"
="0809",="11","Sociedade Rolamentos, Sdr. SA.","2023","218,03","0","0","93,15","0","124,88","0","0","0","0","0","0","0"
="0851",="05","Meprap Mecânica Técnica Aplicada, Lda.","2023","902,2","247,1","39,8","364,9","0","100,3","0","0","0","0","0","150,1","0"
="0853",="08","EDUARDO JOÃO MARQUES FERREIRA UNIPESSOAL LDA","2023","2379,6","271,34","367,58","44,4","291,53","0","481,66","0","69,9","0","318,08","248,75","286,36"
="0903",="06","Azevedos Indústria Máquinas Equip. Ind., SA.","2023","7741,33","419,25","416,7","2218,08","0","409,7","746,87","114,73","0","3416","0","0","0"
="3097",="08","Vilifer Sociedade Construções Metálicas, Lda.","2023","195,2","0","0","0","0","0","0","77,4","117,8","0","0","0","0"
="3297",="30","Tormetais Sociedade Com. Metais, Lda.","2023","300,6","162","138,6","0","0","0","0","0","0","0","0","0","0"
="3342",="11","A Machado, Lda.","2023","322,05","0","0","0","0","0","0","0","0","0","0","0","322,05"
="3448",="13","Filomena Coelho Ferreira Unip.l, Lda","2023","93,09","55,59","0","0","0","0","0","0","0","0","37,5","0","0"
="3540",="30","CAMARC  SA","2023","200,93","0","0","0","200,93","0","0","0","0","0","0","0","0"
="3709",="08","Alburimetal Soc. Metalúrgica de Alburitel, Lda","2023","304,8","0","0","0","0","0","0","68,2","236,6","0","0","0","0"
="3843",="08","Pervedant Perfis e Vedantes, Lda","2023","1492,6","216","198","292,8","0","270,5","105","0","0","41,4","0","71,9","297"
="3846",="06","Asgo Tecnol. p/Ind. Alimentar, SA","2023","2842,62","0","339,17","409,47","150,2","350,2","329","215,1","54,7","220","512,63","172,4","89,75"
="3913",="06","Quatrometal- Moldes Ferr. Cunhos e Cortantes, Unip. Lda","2023","2215,54","0","0","0","0","951,75","238,5","0","0","196,4","0","828,89","0"
="3971",="30","PAKA Robotics, Lda","2023","53,1","0","0","0","0","0","0","0","0","0","0","53,1","0"
="3977",="06","Saniano - Serralharia Mecânica, Lda","2023","258,67","0","0","0","0","0","0","0","0","0","0","0","258,67"
="3990",="06","Engenhotec-Eng. Prod. e Prototipagem, Lda","2023","2772,54","1089,5","190,06","123,1","312,23","0","0","326,05","41,5","156,3","155,7","215,8","162,3"
="4013",="30","Forma 3D-Plásticos e Montagens, Lda","2023","608,99","289,21","0","0","56","0","0","53,9","0","128,5","0","81,38","0"
="1384",="06","Metalmozel Indústria Metalúrgica, Lda.","2023","704,54","0","0","111,54","0","504,6","0","0","0","0","88,4","0","0"
="1444",="30","Gestamp Aveiro Indústria Acess. Automóveis, SA","2023","9757,14","1256","1495,5","1354,5","372,8","106,8","91,8","671,84","292,5","1539,1","914","1107,5","554,8"
="1459",="30","TORNITROFA, LDA","2023","39,7","0","0","0","0","0","0","0","0","39,7","0","0","0"
="1648",="12","AJF Silva, Lda.","2023","193,37","0","0","0","193,37","0","0","0","0","0","0","0","0"
="1763",="30","Moldamirco Metalo. Moldes Ferramentas.,Lda.","2023","935,6","211,2","57,2","22","133,7","0","42","49,8","61,5","0","202,4","106","49,8"
="1768",="12","Tridec Sistemas Direccionais P/Semi-Reboques, Lda.","2023","906,3","0","0","0","0","0","0","0","0","0","819,72","0","86,58"
="1771",="30","Alumínios Cesar, SA. (Celar)","2023","509,35","0","209,95","0","0","0","0","0","0","0","299,4","0","0"
="1780",="12","Stopauto Acessórios Reparações, Lda.","2023","172,3","0","0","0","0","45,1","0","0","45,7","0","0","81,5","0"
="1893",="05","VMP Automatização, Moldes, Lda.","2023","322,54","203,24","0","33,7","0","0","0","85,6","0","0","0","0","0"
="1945",="30","Oliveira Henriques & Almeida Fab. Manut. Ind.,Lda.","2023","505,16","31,4","230,98","0","0","0","0","115","0","0","127,78","0","0"
="1957",="06","M Ferreira Moldes Cunhos Cortantes,Lda.","2023","1018,28","0","151,8","0","296,48","0","0","206","0","0","0","46","318"
="2206",="30","OLI Moldes, Lda","2023","1105,06","0","448,26","174,6","0","0","0","0","0","0","52","0","430,2"
="2214",="30","Zipor Equipamentos Tecnologia Industrial, SA.","2023","4586,41","525,63","333,45","525,8","480,3","464,43","0","121,2","90,5","258,7","658,8","659,3","468,3"
="2391",="14","Maclongo Comércio Máquinas Ferramentas, Lda.","2023","30","0","0","30","0","0","0","0","0","0","0","0","0"
="2394",="06","Orlando & Ferreira, Lda. (Serralharia Mecânica)","2023","272,6","0","81","0","0","0","68,9","0","122,7","0","0","0","0"
="2398",="06","Arménio Freitas Camões, Lda.","2023","15156,9","1723,2","1362,67","1355,39","2879,96","1462,98","1787,71","900,68","0","646,12","1466,33","1571,86","0"
="2468",="07","VMPS Águas Turismo, SA","2023","653,6","0","653,6","0","0","0","0","0","0","0","0","0","0"
="2474",="18","Duartecruz Fábrica Plásticos, Lda.","2023","346,29","0","338,53","7,76","0","0","0","0","0","0","0","0","0"
="2516",="30","Rectificadora JPP, Lda.","2023","1863,78","0","0","402,9","220,4","84,53","90","0","189,8","0","400,95","246","229,2"
="2603",="05","Pontes & Pontes, Lda.","2023","2448,63","0","0","0","856,3","0","0","58,3","0","132,2","0","1401,83","0"
="2636",="08","Calibrafruta Equipamentos Hortofrutícolas, Lda.","2023","760,48","0","0","0","0","760,48","0","0","0","0","0","0","0"
="2669",="06","J Pacheco Ferreira & Filho, Lda.","2023","343,2","0","0","0","0","0","0","343,2","0","0","0","0","0"
="2711",="12","JVAL Joaquim Valente Almeida & Filhos, Lda.","2023","40,7","0","0","0","0","0","0","0","0","0","0","40,7","0"
="2760",="06","NS Máquinas Industriais, Lda.","2023","7177,09","767,25","719,25","1691,43","375,56","906,37","363,6","175,3","0","221,35","143,9","1072,63","740,45"
="2975",="12","Fertécnica Moldes, Ferram. Peças Precisão, Lda.","2023","707","0","0","0","558","0","0","0","84","0","65","0","0"
="2988",="06","José Barros Ferreira, Lda.","2023","101,5","0","0","0","0","0","0","0","0","101,5","0","0","0"
="4125",="16","Metalconforme - Com. e Indust. de Maq. e Ferramentas, Lda","2023","2421,06","0","451,72","220,6","0","225,6","0","0","0","0","1238,29","284,85","0"
="4275",="12","SPMAQ-Soluções Projectos Máquinas Unip., Lda","2023","5120","0","2400","0","320","0","0","0","0","0","2400","0","0"
="4348",="30","SIS - Serralharia Irmãos Sarabanda, Lda","2023","5993,05","337,4","140,34","178,25","104,33","0","2493,46","853,6","22,8","84,2","1294,27","246,8","237,6"
="4435",="05","DIFERENTEFEITO - UNIPESSOAL LDA","2023","2815,35","217,2","641,9","471,05","47,7","105,3","0","196","309,5","432,8","141,05","111,8","141,05"
="4475",="30","ROCHA PAIVA MOLDES LDA","2023","6420,52","80,4","1349,34","1613,1","1017","413,51","0","0","0","334","0","0","1613,17"
="4494",="06","CAPA - ENG. E CONST. METALOMECANICAS S A","2023","109,6","52,5","0","0","0","0","0","0","0","57,1","0","0","0"
="4532",="12","MIRANDA E IRMAO LDA","2023","379,41","0","0","0","128,73","0","0","121,95","0","0","0","128,73","0"
="4547",="30","SHI SERVICE LDA","2023","2602,08","30,1","147,7","41,1","418,33","21,5","0","23,2","743,53","504,02","176,5","233,6","262,5"
="4553",="06","MANUTRIAL MANUTENÇÃO INDUSTRIAL LDA","2023","3638,35","334,62","427,77","0","240,83","369,5","160,55","0","460,08","0","526","0","1119"
="4560",="08","SCALESOCEANS - LDA","2023","181,97","0","0","0","181,97","0","0","0","0","0","0","0","0"
="4607",="11","PIMENTEC - SOL. IND. E ASSIST. TEC. UNIPESSOAL LDA","2023","413","0","0","413","0","0","0","0","0","0","0","0","0"
="4657",="30","PROZINCO - CONSTRUÇÃO E MANUTENÇÃO S A","2023","383,02","0","230,76","0","45,66","0","0","46,64","59,96","0","0","0","0"
="4660",="30","METALPEDRO - INDÚSTRIAS METALÚRGICAS LDA","2023","378,3","0","0","0","0","0","0","0","378,3","0","0","0","0"
="4725",="05","Hélder Miguel Miranda Maciel","2023","358,45","262,85","0","0","0","0","0","61,8","0","0","33,8","0","0"
="4750",="12","WOOD FIRST UNIPESSOAL LDA","2023","864,6","0","0","0","0","157,2","0","0","0","707,4","0","0","0"
="4766",="05","SERRATEC PRODUÇÃO DE COMPONENTES INDUSTRIAIS S A","2023","2020,5","0","0","2020,5","0","0","0","0","0","0","0","0","0"
="4773",="05","BENITES TORNEIRO SOCIEDADE UNIPESSOAL LDA","2023","165","0","0","0","0","0","0","0","0","165","0","0","0"
="4784",="06","APINEQ APLICAÇÕES INDUSTRIAIS E EQUIPAMENTOS LDA","2023","2164,67","36,6","564,2","418,87","360,7","0","194,6","57,3","296,3","0","0","236,1","0"
="4795",="12","ASM-TEC, LDA","2023","37,71","0","0","0","0","0","0","37,71","0","0","0","0","0"
="4845",="05","METALOVIANA - METALURGICA DE VIANA S A","2023","947,88","0","584,73","0","116,95","0","0","0","0","0","246,2","0","0"
="4921",="30","JOSE NEVES COMERCIO E MANUTENÇÃO INDUSTRIAL LDA","2023","1896,18","0","0","163,2","0","0","0","141,15","604,31","0","0","987,52","0"
="4934",="05","José Carlos Lima Coelho","2023","315,35","0","0","0","74,6","0","106,8","0","0","0","0","133,95","0"
="4936",="08","RAMILO GOMES LDA","2023","441,2","42","0","0","75,5","0","0","85,5","0","0","238,2","0","0"
="4948",="05","MEASUREPRO - MAQUINAS LDA","2023","91,2","0","0","0","0","91,2","0","0","0","0","0","0","0"
="4967",="30","ANTONIO GUILHERME DOMINGUES - DEMOLIÇÕES UNIPESSOAL LDA","2023","1816,98","248,5","0","0","0","93,93","0","251,63","286,28","0","97,83","587,18","251,63"
="4996",="05","MARCOS DA SILVA MARTINS  C LDA","2023","128,78","0","128,78","0","0","0","0","0","0","0","0","0","0"
="0141",="06","José Maria Ramalho Silva, Lda.","2023","582,92","0","0","72,32","87,48","0","0","0","0","0","162,44","260,68","0"
="0246",="06","Carlos Alberto Sousa Silva, Unip., Lda.","2023","1128,97","141","0","108,4","0","244,3","185,1","0","0","119,93","165,9","164,34","0"
="0267",="06","Zollern & Comandita","2023","85,8","0","0","0","0","0","0","0","0","0","85,8","0","0"
="0307",="30","Extrusal Companhia Portuguesa Extrusão, SA.","2023","197,5","0","0","0","0","197,5","0","0","0","0","0","0","0"
="0427",="12","Indústria Metalomecânica Irmãos Rodrigues, Lda.","2023","449,15","0","0","0","0","0","0","0","39,2","409,95","0","0","0"
="0431",="08","Rui Manuel Lopes","2023","102,45","0","0","0","102,45","0","0","0","0","0","0","0","0"
="0497",="05","J Guimarães Metalomecânica, Lda.","2023","1029,36","229,88","337,96","0","0","130,35","0","78,57","87","0","0","165,6","0"
="0621",="08","Adelino Crespo Bernardino Ferreira","2023","350,01","31,5","123,7","0","0","99,4","95,41","0","0","0","0","0","0"
="0691",="14","JS Ribeiro, Unip., Lda.","2023","121,68","0","0","0","61,44","60,24","0","0","0","0","0","0","0"
="0754",="30","SNA Europe (industries), Lda.","2023","667,6","0","0","69","0","0","356,6","242","0","0","0","0","0"
="0764",="30","S Roque Máquinas e Tecnologia Laser, SA","2023","3445,99","366,42","208,6","268,84","128,3","416,05","284,3","357,9","89,6","682,4","265,1","282,3","96,18"
="0968",="11","Gansil Acessórios Industriais, Lda.","2023","2988,52","1065,3","187,36","82,24","0","145,26","24,08","26,64","848,08","160,9","142,1","0","306,56"
="1075",="30","Vicaima Indústria Madeira Derivados, SA","2023","148,1","0","0","0","59,9","0","29,4","0","0","58,8","0","0","0"
="5002",="08","Recticentro Rectificadora Motores Automóveis, Lda.","2023","337,63","0","0","257,35","0","80,28","0","0","0","0","0","0","0"
="5033",="05","METALOCARVALHO - SERRALHARIA LDA","2023","281,96","0","0","0","0","0","0","0","0","0","281,96","0","0"
="5037",="10","MITSUBISHI FUSO TRUCK EUROPE - SOCIEDADE EUROPEIA DE AUTOMOVEIS S A","2023","590","0","0","0","0","0","0","0","590","0","0","0","0"
="5074",="06","José Carlos Fernandes Cardoso","2023","63,52","0","0","43,9","0","0","19,62","0","0","0","0","0","0"
="5094",="08","FUTRIMETAL INDUSTRIA E COMERCIO DE PRODUTOS METALICOS SA","2023","243,1","0","35,9","62,8","113","31,4","0","0","0","0","0","0","0"
="5103",="05","PROPROCESS, UNIPESSOAL LDA","2023","262,46","0","0","0","0","0","107,58","0","0","49,2","0","105,68","0"
="5107",="30","CHN-P, LDA","2023","204,09","0","0","0","0","165,19","0","0","0","0","0","0","38,9"
="5131",="08","SAMUEL MACHADO - DESENV. DE EQUIP. IND. UNIP. LDA","2023","633,53","0","0","307,1","14,4","0","0","264,53","0","0","47,5","0","0"
="5162",="30","METALBOIM UNIPESSOAL LDA","2023","38,5","0","0","0","0","38,5","0","0","0","0","0","0","0"
="5176",="05","DOUISSI AJERRAY - MECANICA DE PRECISÃO UNIPESSOAL LDA","2023","152,1","0","0","0","0","0","152,1","0","0","0","0","0","0"
="5191",="12","AVIAGRO EQUIPAMENTOS E SERVICOS AGRO PECUARIOS SA","2023","99","0","0","99","0","0","0","0","0","0","0","0","0"
="5192",="05","LALLIO ENGENHARIA S A","2023","1126,07","0","0","1072,37","53,7","0","0","0","0","0","0","0","0"
="5204",="06","E-MOULDS&LASTS TOOLING SOLUTIONS, S.A.","2023","618,2","0","0","0","327,2","0","0","0","0","291","0","0","0"
="0682",="06","Oniram Soc. Construção Máquinas Industriais, Lda.","2023","3270,58","0","375","185,5","146,12","34,8","257,5","0","225,8","0","390,8","433,43","1221,63"
="0715",="06","IMFU Ind. Moldes Ferramentas Utensílios, SA","2023","649,3","0","0","0","133","516,3","0","0","0","0","0","0","0"
="0837",="06","Irmãos Sousa, SA.","2023","770,1","294,9","0","0","0","0","0","0","0","0","475,2","0","0"
="0886",="11","Fozmáquina Soc. Máquinas Ferra. Figueira, Lda.","2023","40,5","0","40,5","0","0","0","0","0","0","0","0","0","0"
="1009",="06","Flamingo Indústria Ourivesaria, SA.","2023","168,6","0","0","73","0","0","0","0","43,3","11,8","0","0","40,5"
="1152",="08","Ivo-Cutelarias, S.A","2023","826,2","297,8","0","124,8","88","25,6","0","0","0","290","0","0","0"
="1165",="30","QF Moldes, Lda.","2023","424,09","0","120,09","0","0","0","304","0","0","0","0","0","0"
="1284",="30","Pedro Avelino Silva Lopes, Lda.","2023","78,76","78,76","0","0","0","0","0","0","0","0","0","0","0"
="1346",="06","Metalguarda Indústria Metalúrgica, SA","2023","2532,81","0","0","721,61","55,3","368,3","0","0","0","516,8","467,2","0","403,6"
="1465",="06","Proclima Indústria Produtos Alumínio, Lda.","2023","3783,15","2183,4","0","95,6","0","95,6","535,05","682,3","0","95,6","95,6","0","0"
="1488",="06","Folan Indústria Metalomecânica, Lda.","2023","1843,86","100,1","512,94","576,41","81,25","154,66","0","189,3","0","229,2","0","0","0"
="1509",="11","José P Saramago & Cª., Lda.","2023","412,96","31,94","44,64","0","7,44","0","0","0","0","59,22","0","41,7","228,02"
="1525",="30","Seabra & Irmão Torno Fresa, Lda.","2023","117,1","0","0","0","0","52,88","0","0","0","0","0","0","64,22"
="2127",="08","Valdemar Metalomecânica Serviços, Lda.","2023","3081,53","0","0","578,15","0","0","901,83","314,8","183,92","408,65","0","694,18","0"
="2272",="06","Vitor Fernando Santos Martins Soares","2023","440,8","0","0","0","0","0","0","0","0","440,8","0","0","0"
="2330",="08","Soldifusos Fabricação Máquinas, Lda.","2023","5445,79","751,17","664,25","80,28","241,39","202,72","177","2928,71","0","0","0","400,27","0"
="2331",="05","Brivel Britas Betões Vila Real, SA.","2023","37,5","0","0","0","0","0","0","0","37,5","0","0","0","0"
="2362",="06","Constantino Fernandes Oliveira & Filhos, SA","2023","3506,25","0","0","543,3","0","113,9","159,5","150,7","0","1722,25","700,6","0","116"
="2363",="05","Duartesfer Construções Metálicas, Lda.","2023","1852,55","0","855,01","44,7","214,1","313,52","106,2","70,31","248,71","0","0","0","0"
="2487",="30","JMJ - Mecanica de Precisão, Lda","2023","167,2","0","0","167,2","0","0","0","0","0","0","0","0","0"
="2986",="06","Estampaço Estap.Comp. Metalomecanica Precisão, Lda","2023","7336,92","744","0","685,24","116,7","1200,9","1213,6","657,47","191,53","562,2","707,16","1258,12","0"
="3137",="30","Cei Companhia Equipamentos Industriais,Lda","2023","9506,87","425,63","797,21","1678,2","687,4","867,97","997,6","879,53","320,55","811,55","1088,83","363,37","589,03"
="3306",="12","Termologia Refrig. Ind. Equip. Serviços, Lda.","2023","162,81","0","0","0","0","0","0","162,81","0","0","0","0","0"
="3335",="05","Joaquim Machado, Lda.","2023","134,9","0","0","0","0","134,9","0","0","0","0","0","0","0"
="3402",="06","Polimais Equipamentos Industriais, Lda,","2023","56,6","0","0","0","0","56,6","0","0","0","0","0","0","0"
="3472",="06","Joaquim Sousa Martins, Lda.","2023","3848,39","31,7","374,7","73,06","665,62","1003,7","119,6","122","370,4","62,8","624,64","173,77","226,4"
="5251",="30","ASC METALOMECANICA DE PRECISÃO SOCIEDADE UNIPESSOAL LIMITADA","2023","1948,92","0","0","0","0","0","0","0","0","0","0","1366,85","582,07"
="5255",="30","MANUEL FARIA RODRIGUES LDA","2023","301,86","0","0","0","0","0","0","0","0","0","0","0","301,86"
="0097",="05","António Marques Rodrigues, SA","2024","254,96","254,96","0","0","0","0","0","0","0","0","0","0","0"
="0837",="06","Irmãos Sousa, SA.","2024","256,88","256,88","0","0","0","0","0","0","0","0","0","0","0"
="1191",="05","Mazeve Serralharia Mecânica Geral, Lda.","2024","143,64","143,64","0","0","0","0","0","0","0","0","0","0","0"
="1552",="08","Joferlis, Lda.","2024","92,8","92,8","0","0","0","0","0","0","0","0","0","0","0"
="2760",="06","NS Máquinas Industriais, Lda.","2024","52,2","52,2","0","0","0","0","0","0","0","0","0","0","0"
="3520",="06","Sociedade Metalurgica J R Oliveira, Lda","2024","229,2","229,2","0","0","0","0","0","0","0","0","0","0","0"
="3606",="05","Kristaltek – CNC Precision, SA","2024","649,18","649,18","0","0","0","0","0","0","0","0","0","0","0"
="4538",="11","MARTINS ANASTACIO LDA","2024","160,24","160,24","0","0","0","0","0","0","0","0","0","0","0"
="4710",="11","ROBUSTOOLS UNIPESSOAL LDA","2024","343,68","343,68","0","0","0","0","0","0","0","0","0","0","0"
="4940",="12","MOLCER - MOLDES E EQUIPAMENTOS CERAMICOS SOCIEDADE UNIPESSOAL LDA","2024","335,4","335,4","0","0","0","0","0","0","0","0","0","0","0"
="5259",="06","DESTREZA MAIUSCULA, UNIP. LDA","2024","392,58","392,58","0","0","0","0","0","0","0","0","0","0","0"
="0923",="12","António Tenente Almeida","2023","26,1","0","0","0","0","0","0","0","0","0","0","0","26,1"
="0965",="12","Tormec - Manuel António Ribeiro","2023","1840,17","0","0","0","0","0","0","0","0","0","0","0","1840,17"
="0972",="08","Celmex Centro Estudos Lab. Moldes Export.,Lda.","2023","3050,49","1355,04","122,2","202,05","0","0","0","529,6","0","0","0","0","841,6"
="0982",="30","Continental Mabor Indústria de Pneus, SA.","2023","10343,51","0","0","3506,03","54","1720,83","0","1385,55","179","0","2293,4","961,4","243,3"
="0993",="06","Valdemar Gomes Monteiro., Lda.","2023","92,4","43,2","0","0","0","49,2","0","0","0","0","0","0","0"
="1081",="06","AMORIM  CORK FLOORING  S.A","2023","63,4","0","0","0","0","0","0","0","0","0","63,4","0","0"
="1160",="30","A Silva Matos Metalomecânica, SA","2023","2906,84","884,74","0","233,6","25","60,5","342,33","139,6","0","380,95","70","282,52","487,6"
="1293",="30","Valinox Indústrias Metalomecânicas, SA","2023","271,69","0","0","53,8","0","0","0","217,89","0","0","0","0","0"
="1379",="06","IEME Industria Electromcânica Motores,Lda.","2023","152,7","0","0","0","0","152,7","0","0","0","0","0","0","0"
="1569",="06","Sunviauto Indústria Componentes Automóveis, SA.","2023","2463,31","321,6","158,5","162,5","363,62","325","162,5","247","79,52","404,52","76,05","162,5","0"
="1580",="15","Jacinto & Filhos, Lda.","2023","213,14","0","0","0","0","0","155,6","57,54","0","0","0","0","0"
="1586",="12","Marcovil Metalomecânica Viseu, SA.","2023","98","0","0","0","0","0","0","98","0","0","0","0","0"
="1668",="06","TAFE, LDA","2023","336,8","336,8","0","0","0","0","0","0","0","0","0","0","0"
="1089",="05","Costa & Rego, Lda.","2023","5595,17","462,7","32,9","461,6","422,63","333,4","177,6","100,71","439,3","128,4","250,13","458,69","2327,11"
="1098",="15","Eduardo Faria & Filho, Lda.","2023","984,28","0","178","0","222","0","0","0","425","159,28","0","0","0"
="1243",="30","Mindol Metalúrgica Industrial, Lda.","2023","326,78","0","0","261,38","0","65,4","0","0","0","0","0","0","0"
="1271",="05","Agridraulica Máquinas Agricolas, Lda.","2023","260","0","0","260","0","0","0","0","0","0","0","0","0"
="1291",="06","Mecânica Exacta, SA.","2023","12,8","0","0","0","0","0","0","0","0","0","0","0","12,8"
="1323",="06","Divmac Projectos Autom. Perif. Ind., SA.","2023","970,03","0","0","502,79","54,38","63,38","50","166,88","0","0","0","0","132,6"
="1373",="08","Ideal Molde Indústria Moldes Plásticos, Lda.","2023","109,8","0","109,8","0","0","0","0","0","0","0","0","0","0"
="1410",="30","Funfrap Fundição Portuguesa, SA","2023","9700,6","0","1918,8","0","1918,8","0","479,7","3357,9","0","0","0","1066","959,4"
="1450",="06","Carlos Alberto Faria Andrade & Filhos, Lda.","2023","787,79","34","0","189,45","34,99","0","111,5","97,8","0","0","228,75","38,8","52,5"
="1456",="30","Arsopi Thermal Equipamentos Térmicos, SA.","2023","238","0","0","0","0","0","0","238","0","0","0","0","0"
="1706",="08","Lufimoldes, Lda.","2023","1512,37","270,32","142,92","143,36","78,7","180,4","526,57","55,2","0","114,9","0","0","0"
="1708",="08","Motol Rectificações Motores, Lda.","2023","851,86","0","42","132,16","361,6","0","0","21,9","0","162,75","131,45","0","0"
="1713",="08","Movaço Movimentação Industrial, Lda.","2023","29,5","0","0","0","0","0","0","0","0","0","0","29,5","0"
="1551",="06","Servitécnica C M Serv. Técnicos Engenharia, Lda.","2023","1599,89","275,28","191,66","0","37","316,71","0","0","90,6","139,86","204,6","344,18","0"
="1552",="08","Joferlis, Lda.","2023","4550","1003","0","509","556,81","50,9","601,8","412,29","509","92,8","509","0","305,4"
="1595",="30","Fabor, Fábrica Artefactos Borracha, SA.","2023","2066,99","154,28","147,5","299,69","53,3","0","352,04","310,9","245,03","187,72","0","0","316,53"
="1615",="30","Eb Inox, Lda","2023","26","0","0","0","0","26","0","0","0","0","0","0","0"
="1677",="30","Siroco Soc. Indústrial Robótica Controlo, SA.","2023","3169,47","0","351,14","440,6","128,72","37,2","1011,72","321,06","18,8","0","736,04","124,19","0"
="1747",="30","Metalovilela, Lda.","2023","1290,2","0","0","0","1225,98","64,22","0","0","0","0","0","0","0"
="1952",="08","Palbase Equipamentos Industriais, Lda.","2023","752,4","0","0","0","0","0","0","0","610,47","0","0","141,93","0"
="2016",="08","Faustino & Ferreira Soc. Const. Metálicas, SA.","2023","2960,99","0","464,44","302,4","861,7","217,7","517,3","207,9","0","0","389,55","0","0"
